userid,emotion,textindex,total_keystrokes,delete_rate,backspace_rate,typing_speed,avg_dwell_time,avg_flight_time,retry_count,learner_type
130,angry,FI,182,0.0659,0.0,3.905,86.81714285714285,175.56571428571428,4,fast_typer
130,angry,FR,134,0.0522,0.0,4.026276753549481,89.23308270676692,159.13533834586465,1,fast_typer
130,happy,FI,130,0.0462,0.0,2.101,112.25581395348836,366.27906976744185,0,analytical_thinker
130,happy,FR,58,0.0,0.0,3.86804846007882,106.37735849056604,152.1509433962264,0,proficient_learner
130,neutral,FI,878,0.0194,0.0,2.134,110.16725978647686,347.27283511269275,0,analytical_thinker
130,neutral,FR,607,0.0824,0.0,1.8479483969126895,93.81303602058318,447.327615780446,3,proficient_learner
131,calm,FI,119,0.0756,0.0,1.035,4.203389830508475,970.1610169491526,2,proficient_learner
131,calm,FR,49,0.1429,0.0,0.6056094576010295,3.4791666666666665,1647.75,2,proficient_learner
131,neutral,FI,657,0.0274,0.0563,1.693,72.1135593220339,580.4440677966102,3,proficient_learner
131,neutral,FR,203,0.0887,0.0985,1.5354762507382096,65.88461538461539,585.3791208791209,0,proficient_learner
133,angry,FI,184,0.0978,0.0,3.423,80.37704918032787,213.08196721311475,5,proficient_learner
133,angry,FR,118,0.0339,0.0,4.134129536058796,80.31623931623932,161.57264957264957,1,fast_typer
133,calm,FI,162,0.0309,0.0,2.575,96.09937888198758,293.77639751552795,5,proficient_learner
133,calm,FR,125,0.048,0.0,2.7190764680627777,94.00877192982456,273.7631578947368,1,proficient_learner
133,happy,FI,114,0.0088,0.0,3.843,70.89380530973452,190.30088495575225,5,fast_typer
133,happy,FR,135,0.0741,0.0,3.421596915455915,72.20149253731343,220.0597014925373,3,proficient_learner
133,neutral,FI,215,0.0279,0.0,3.115,79.4392523364486,242.80841121495328,5,proficient_learner
133,neutral,FR,147,0.0476,0.0,3.2008418652577117,80.54794520547945,231.86986301369865,1,proficient_learner
133,sad,FI,145,0.0276,0.0,2.344,112.90277777777776,315.9861111111111,4,analytical_thinker
133,sad,FR,83,0.0723,0.0,2.655268441163137,110.52439024390245,266.0853658536585,4,balanced_learner
135,neutral,FI,231,0.0563,0.0,2.406,99.47826086956522,317.5217391304348,3,proficient_learner
135,neutral,FR,90,0.0444,0.0,2.0989575963397953,101.76404494382022,374.6629213483146,2,proficient_learner
136,calm,FI,152,0.0066,0.0,2.586,119.94701986754968,268.3774834437086,0,proficient_learner
136,calm,FR,115,0.0435,0.0,2.558118660802441,117.64912280701756,273.2631578947368,3,proficient_learner
136,neutral,FI,211,0.0284,0.0,2.738,108.04761904761904,258.2809523809524,3,balanced_learner
136,neutral,FR,89,0.0112,0.0,2.76234422575886,102.75,259.2613636363636,0,balanced_learner
138,angry,FI,179,0.0503,0.0223,2.007,85.96629213483146,414.4494382022472,1,proficient_learner
138,angry,FR,67,0.0299,0.0,2.1207544744706146,84.65151515151516,386.8787878787879,0,proficient_learner
138,happy,FI,113,0.0,0.0,2.214,84.08035714285714,370.8303571428572,0,proficient_learner
138,happy,FR,65,0.0,0.0,3.0861220947053716,76.96875,247.0625,3,proficient_learner
138,neutral,FI,207,0.0193,0.0,2.011,80.8495145631068,418.5485436893204,4,proficient_learner
138,neutral,FR,146,0.0342,0.0068,1.4506818204556142,74.28275862068965,615.048275862069,4,proficient_learner
138,sad,FI,155,0.0194,0.0,2.129,83.53246753246754,387.72727272727275,0,proficient_learner
138,sad,FR,79,0.1139,0.0,2.10987584192161,84.15384615384616,389.8076923076923,5,proficient_learner
139,happy,FI,128,0.0156,0.0078,1.894,85.2258064516129,454.3064516129032,0,proficient_learner
139,happy,FR,76,0.0263,0.0132,1.886460245994416,89.86666666666666,440.2266666666667,3,proficient_learner
139,neutral,FI,229,0.0131,0.0218,1.766,114.26905829596411,461.68161434977577,3,analytical_thinker
139,neutral,FR,512,0.2188,0.0176,0.7297847708055525,103.56282722513087,1266.7041884816754,4,proficient_learner
141,neutral,FI,209,0.0191,0.0,2.366,122.27884615384616,301.8605769230769,1,analytical_thinker
141,neutral,FR,155,0.4387,0.0,1.748544429769899,132.40425531914894,439.5,3,hesitant_explorer
142,calm,FI,170,0.0471,0.0,5.034,164.5421686746988,34.81325301204819,1,proficient_learner
142,calm,FR,45,0.5111,0.0,1.7006802721088434,172.84615384615384,415.15384615384613,1,analytical_thinker
142,neutral,FI,215,0.0326,0.0,5.035,148.3177570093458,50.45794392523364,4,proficient_learner
142,neutral,FR,140,0.1357,0.0,4.95808810415552,158.568345323741,43.12230215827338,4,proficient_learner
144,angry,FI,198,0.0455,0.0,2.795,150.93567251461988,254.19298245614036,3,proficient_learner
144,angry,FR,42,0.1667,0.0,2.2595756406723617,145.2439024390244,297.3170731707317,4,analytical_thinker
144,calm,FI,158,0.0127,0.0,3.446,122.34394904458598,168.96178343949043,4,proficient_learner
144,calm,FR,152,0.0197,0.0,2.8836054616633247,118.71523178807946,228.0728476821192,3,proficient_learner
144,happy,FI,117,0.0085,0.0,3.367,119.84482758620688,178.91379310344828,1,proficient_learner
144,happy,FR,114,0.0,0.0,3.263914964905693,118.8849557522124,187.49557522123897,4,proficient_learner
144,neutral,FI,439,0.0387,0.0,3.121,134.5812356979405,186.87871853546912,0,proficient_learner
144,neutral,FR,306,0.0784,0.0,3.0986575881435576,117.48026315789474,205.24013157894737,1,proficient_learner
144,sad,FI,146,0.0,0.0,3.954,121.20689655172414,132.78620689655173,0,proficient_learner
144,sad,FR,134,0.1119,0.0,2.0668108627733717,117.9922480620155,365.84496124031006,5,analytical_thinker
147,angry,FI,186,0.0914,0.0,3.712,79.24864864864865,190.9891891891892,1,fast_typer
147,angry,FR,53,0.0189,0.0,5.054923690094294,87.48076923076923,110.34615384615384,5,fast_typer
147,happy,FI,259,0.0579,0.0,3.825,86.57587548638132,176.51750972762645,5,fast_typer
147,happy,FR,201,0.0348,0.0,4.1999071377316275,82.94974874371859,155.15075376884425,5,fast_typer
147,neutral,FI,664,0.0361,0.0,3.655,91.79514415781487,182.72534142640365,5,proficient_learner
147,neutral,FR,309,0.0518,0.0,4.180660265611283,87.65,151.54666666666665,1,fast_typer
148,calm,FI,204,0.1176,0.0,4.241,95.95566502463056,140.43349753694582,0,proficient_learner
148,calm,FR,65,0.0308,0.0,4.771846107963018,100.984375,108.578125,1,proficient_learner
148,happy,FI,133,0.0752,0.0,3.774,93.36363636363636,173.0,3,proficient_learner
148,happy,FR,273,0.1465,0.0,3.2648357979642793,100.125,206.1691176470588,0,proficient_learner
148,neutral,FI,232,0.056,0.0,4.843,89.94372294372295,116.987012987013,1,fast_typer
148,neutral,FR,233,0.0858,0.0,4.62160600808781,90.81896551724138,125.55603448275862,5,fast_typer
150,angry,FI,167,0.0479,0.0,3.472,109.8132530120482,179.1024096385542,3,proficient_learner
150,angry,FR,122,0.0246,0.0,3.3303974457778263,100.4214876033058,199.8429752066116,5,proficient_learner
150,neutral,FI,228,0.0482,0.0,3.315,106.26339285714286,198.12053571428572,5,proficient_learner
150,neutral,FR,100,0.07,0.0,3.34075723830735,108.63636363636364,190.6969696969697,1,proficient_learner
150,sad,FI,163,0.0736,0.0,2.446,117.98765432098766,292.7345679012346,3,proficient_learner
150,sad,FR,85,0.0353,0.0,3.0406139144284365,116.04761904761904,212.83333333333337,4,proficient_learner
155,angry,FI,158,0.019,0.0,3.85,78.09554140127389,182.62420382165604,1,fast_typer
155,angry,FR,142,0.0563,0.0,3.649257207930017,79.0709219858156,194.95744680851064,0,fast_typer
155,neutral,FI,203,0.0049,0.0,3.344,100.03465346534654,200.05940594059405,4,proficient_learner
155,neutral,FR,65,0.0154,0.0,2.9854923729999534,93.40625,241.546875,0,proficient_learner
155,sad,FI,139,0.0,0.0,2.892,108.04347826086956,239.2463768115942,1,balanced_learner
155,sad,FR,127,0.0236,0.0,2.8439228078095025,109.27777777777776,242.34920634920636,3,balanced_learner
161,neutral,FI,208,0.0096,0.0,3.681,85.65700483091787,186.768115942029,2,fast_typer
161,neutral,FR,104,0.0577,0.0,3.867092171954196,88.52427184466019,170.06796116504853,3,fast_typer
164,happy,FI,115,0.0,0.0,1.126,102.44736842105264,792.2543859649123,3,proficient_learner
164,happy,FR,175,0.0171,0.0,0.2393881742241933,156.07894736842104,4021.2368421052633,5,hesitant_explorer
164,neutral,FI,225,0.0444,0.0,0.77,95.70982142857144,1208.9330357142858,5,proficient_learner
164,neutral,FR,61,0.0492,0.0,0.7399642350619721,97.83333333333331,1253.5833333333333,3,proficient_learner
167,happy,FI,139,0.0935,0.0,4.142,100.60144927536231,141.7391304347826,4,proficient_learner
167,happy,FR,191,0.0995,0.0,3.9548728196161695,103.0421052631579,149.81052631578947,4,proficient_learner
167,neutral,FI,59,0.322,0.0,0.601,89.91379310344827,92.03448275862068,1,fast_typer
167,neutral,FR,131,0.0687,0.0,3.3820698267339613,95.8076923076923,199.86923076923077,2,proficient_learner
168,neutral,FI,197,0.0,0.0,3.623,79.70408163265306,197.12244897959184,5,proficient_learner
168,neutral,FR,44,0.0682,0.0,3.5625517812758907,76.06976744186046,204.6279069767442,5,proficient_learner
170,calm,FI,158,0.0127,0.0,1.61,80.59235668789809,544.2165605095541,5,proficient_learner
170,calm,FR,68,0.2353,0.0,0.4252348311754252,76.44776119402985,2275.194029850746,0,proficient_learner
170,neutral,FI,207,0.0338,0.0,1.677,77.02427184466019,522.0,0,proficient_learner
170,neutral,FR,44,0.0455,0.0,0.4641072411522812,73.97674418604652,2080.6976744186045,4,proficient_learner
171,happy,FI,158,0.0316,0.038,2.506,130.85294117647058,319.02941176470586,1,analytical_thinker
171,happy,FR,77,0.1688,0.0,0.7559358141772327,135.83333333333334,1187.030303030303,0,analytical_thinker
171,neutral,FI,228,0.0965,0.0,1.121,127.22488038277513,840.5023923444976,2,analytical_thinker
171,neutral,FR,141,0.0496,0.0,3.039117787522251,132.13571428571427,196.90714285714284,4,proficient_learner
174,angry,FI,158,0.019,0.0,3.824,89.63694267515923,172.70063694267515,1,proficient_learner
174,angry,FR,131,0.0382,0.0,4.52630479440131,89.06923076923077,131.86153846153846,2,fast_typer
174,neutral,FI,672,0.0268,0.0,2.493,88.50226244343891,316.06184012066365,4,proficient_learner
174,neutral,FR,54,0.037,0.0,3.5346318718507934,106.65957446808513,176.25531914893617,2,proficient_learner
181,neutral,FI,425,0.0282,0.0,1.631,89.3388625592417,526.6563981042653,3,proficient_learner
181,neutral,FR,215,0.0558,0.014,2.6679754848290353,91.12735849056604,283.688679245283,1,proficient_learner
193,neutral,FI,217,0.0323,0.0,4.317,139.54166666666666,92.63888888888889,0,proficient_learner
193,neutral,FR,419,0.3365,0.0,2.55077306323978,138.6578947368421,253.3801169590643,1,proficient_learner
